Date,Website,Title,URL
11/13/2025,Carbon Brief,"Analysis: Fossil-fuel CO2 emissions to set new record in 2025, as land sink 'recovers'",https://www.carbonbrief.org/analysis-fossil-fuel-co2-emissions-to-set-new-record-in-2025-as-land-sink-recovers/
11/12/2025,The New York Times,Iraq's Prime Minister Leads in Elections but May Struggle to Form a Government,https://www.nytimes.com/2025/11/12/world/middleeast/iraq-elections.html
11/13/2025,The Wall Street Journal,Iraq Election Results Set Stage for a Long Power Struggle,https://www.wsj.com/world/middle-east/iraqs-prime-minister-iran-backed-militias-set-for-difficult-negotiations-after-election-4668abb8
11/11/2025,The New York Times,"As Iraqis Vote for a Parliament, U.S. Presses to Rid Country of Iran's Influence",https://www.nytimes.com/2025/11/11/world/middleeast/iraq-parliamentary-election-vote.html
11/12/2025,AP News,"Prime minister's coalition makes a strong showing in Iraqi elections, but no single bloc dominates",https://apnews.com/article/iraq-election-results-ff11f449fa718f89a78145481956e9c0
11/13/2025,Business Insider,Watch this Russian humanoid robot fall flat on its face seconds into its debut to the 'Rocky' theme,https://www.businessinsider.com/aidol-russia-humanoid-robot-falls-debut-2025-11
11/13/2025,Newsweek,Uncommon Knowledge: What a Russian AI Robot Says about Elon Musk and China,https://www.newsweek.com/uncommon-knowledge-russia-ai-robot-elon-musk-china-11039175
11/13/2025,The New York Times,Russian Humanoid Robot Falls on Its Face in Hyped Debut,https://www.nytimes.com/2025/11/12/technology/ai-robot-russia-falls.html
11/14/2025,CNN,Researchers say they have verified and sequenced Hitler's DNA. A new documentary reveals the findings,https://www.cnn.com/2025/11/13/science/hitler-dna-documentary
11/13/2025,The Guardian,Did Hitler really have a 'micropenis'? The dubious documentary analysing the dictator's DNA,https://www.theguardian.com/tv-and-radio/2025/nov/13/did-hitler-really-have-a-micropenis-hitlers-dna-channel-4-documentary
11/13/2025,CBS News,"Hitler's DNA reveals Nazi leader likely had syndrome that can affect genitals, researchers say",https://www.cbsnews.com/news/adolf-hitler-dna-reveals-nazi-likely-kallmann-syndrome-genitals-micropenis/
11/13/2025,The Times of Israel,Groundbreaking analysis of Hitler's DNA finds genetic disorder but no Jewish ancestry,https://www.timesofisrael.com/groundbreaking-analysis-of-hitlers-dna-finds-genetic-disorder-but-no-jewish-ancestry/
11/13/2025,The Conversation,"Dogs 10,000 years ago roamed with bands of humans and came in all shapes and sizes",https://theconversation.com/dogs-10-000-years-ago-roamed-with-bands-of-humans-and-came-in-all-shapes-and-sizes-269398
11/13/2025,The New York Times,"The Dogs of 8,000 B.C. Were Amazingly Diverse",https://www.nytimes.com/2025/11/13/science/archaeology-wolves-dogs.html
11/13/2025,Reuters,"Doggie diversity in size and shape began at least 11,000 years ago",https://www.reuters.com/lifestyle/doggie-diversity-size-shape-began-least-11000-years-ago-2025-11-13/
11/13/2025,Scientific American,Dog Skull Analysis Rewrites Evolution of Humanity's Best Friend,https://www.scientificamerican.com/article/dog-skull-analysis-rewrites-evolution-of-humanitys-best-friend/
11/14/2025,The Guardian,Two hours a night: Japan PM's sleep schedule prompts concerns about work-life balance,https://www.theguardian.com/world/2025/nov/14/japan-pm-two-hours-sleep-schedule-sanae-takaichi
11/12/2025,The New York Times,Japan's Prime Minister Faces Backlash Over 3 A.M. Staff Meeting,https://www.nytimes.com/2025/11/12/world/asia/japan-takaichi-work-overtime.html
11/13/2025,livemint.com,Sleepless in Japan? PM Sanae Takaichi's 3 am meeting sparks backlash in nation battling 'death by overwork',https://www.livemint.com/news/world/sleepless-in-japan-pm-sanae-takaichis-3-am-meeting-sparks-backlash-in-nation-battling-death-by-overwork-11763000454619.html
11/11/2025,South China Morning Post,'Worried' lawmakers urge Japan's new PM to get some rest after 3am start,https://www.scmp.com/week-asia/people/article/3332328/japan-pms-3am-start-sparks-work-work-work-concerns-honestly-im-little-worried
11/12/2025,SpaceNews,Airspace closure suggests China is preparing for a Shenzhou landing after debris impact scare,https://spacenews.com/airspace-closure-suggests-china-is-preparing-for-a-shenzhou-landing-after-debris-impact-scare/
11/14/2025,CNN,Chinese astronauts head home after suspected debris strike delays return to Earth,https://www.cnn.com/2025/11/13/china/shenzhou-20-crew-return-earth-intl-hnk
11/14/2025,Yahoo,China's stranded astronauts to return from space station on spacecraft that brought new crew,https://www.yahoo.com/news/articles/chinas-stranded-astronauts-return-space-003557039.html
11/13/2025,The Conversation,Space debris struck a Chinese spacecraft - how the incident could be a wake-up call for international collaboration,https://theconversation.com/space-debris-struck-a-chinese-spacecraft-how-the-incident-could-be-a-wake-up-call-for-international-collaboration-269268
11/13/2025,South China Morning Post,Beijing vows to strike back if Japan uses military force in Taiwan Strait,https://www.scmp.com/news/china/diplomacy/article/3332673/beijing-vows-strike-back-if-japan-uses-military-force-taiwan-strait
11/12/2025,CNN,Sanae Takaichi: How Japan's new prime minister has brought China's 'wolf warriors' back out,https://edition.cnn.com/2025/11/12/asia/japan-takaichi-china-taiwan-analysis-intl-hnk
11/14/2025,Reuters,"Japan trying to revive wartime militarism with its Taiwan comments, China's top paper says",https://www.reuters.com/world/china/japan-trying-revive-wartime-militarism-with-its-taiwan-comments-chinas-top-paper-2025-11-14/
11/13/2025,The New York Times,China's 'Wolf Warrior' Diplomacy Returns With Threat Against Japan's Leader,https://www.nytimes.com/2025/11/13/world/asia/china-japan-takaichi-taiwan.html
11/12/2025,Reuters,"India says Delhi blast was 'terror incident', sources cite possible link with Kashmir arrests",https://www.reuters.com/world/asia-pacific/india-probes-link-between-delhi-car-blast-earlier-kashmir-arrests-sources-say-2025-11-12/
11/13/2025,BBC,Indian police investigate Kashmir link to Delhi blast,https://www.bbc.com/news/articles/c4gw3jxn1xno
11/12/2025,Al Jazeera,No blame: Why India is being cautious with accusations after Delhi blast,https://www.aljazeera.com/features/2025/11/12/no-blame-why-india-is-being-cautious-with-accusations-after-delhi-blast
11/14/2025,The Indian Express,"Red fort car explosion: Shops where raw materials bought identified, owners being questioned",https://indianexpress.com/article/cities/delhi/terror-module-link-to-red-fort-car-explosion-shops-where-raw-materials-bought-identified-owners-being-questioned-10364409/
11/13/2025,The Economist,Chile heads for a sharp right turn,https://www.economist.com/the-americas/2025/11/13/chile-heads-for-a-sharp-right-turn
11/13/2025,Reuters,"Crime, migration and the specter of Tren de Aragua steer Chile's election",https://www.reuters.com/world/americas/crime-migration-specter-tren-de-aragua-steer-chiles-election-2025-11-13/
11/12/2025,The Guardian,'We need an iron fist': the Trump-inspired favourite to win Chile's election,https://www.theguardian.com/world/2025/nov/12/jose-antonio-kast-trump-inspired-frontrunner-chile-president
11/12/2025,abcnews.go.com,Security becomes top issue for Chileans ahead of presidential elections,https://abcnews.go.com/International/wireStory/security-top-issue-chileans-ahead-presidential-elections-127431521
11/13/2025,Reuters,"Afghans carried out two suicide bombings in Pakistan, says minister",https://www.reuters.com/world/asia-pacific/suicide-bombers-who-attacked-pakistan-were-afghan-nationals-pakistan-interior-2025-11-13/
11/13/2025,NBC News,"Delhi explosion, Islamabad bombing put India and Pakistan on edge",https://www.nbcnews.com/world/asia/delhi-explosion-islamabad-bombing-india-pakistan-ceasefire-taliban-rcna243643
11/13/2025,abcnews.go.com,Pakistan says Afghan nationals carried out this week's suicide attacks in the capital and northwest,https://abcnews.go.com/International/wireStory/pakistan-afghan-nationals-carried-weeks-suicide-attacks-capital-127484763
11/12/2025,Al Jazeera,"Who are India and Pakistan blaming for Delhi, Islamabad blasts?",https://www.aljazeera.com/news/2025/11/12/who-are-india-and-pakistan-blaming-for-delhi-islamabad-blasts
11/14/2025,The Guardian,"Russia attacks 'every district' of Kyiv, sparking fires across Ukrainian capital",https://www.theguardian.com/world/2025/nov/14/russia-attack-every-district-kyiv-city-strikes
11/13/2025,BBC,Why Ukraine is bracing for its 'worst winter' of the war,https://www.bbc.com/news/articles/cly98qp99l8o
11/14/2025,Al Jazeera,"Russia-Ukraine war: List of key events, day 1,359",https://www.aljazeera.com/news/2025/11/14/russia-ukraine-war-list-of-key-events-day-1359
11/14/2025,AP News,"Russia attacks Kyiv with fires, injuries, and ongoing strikes reported",https://apnews.com/article/war-russia-ukraine-energy-strikes-bombs-e0016ce1cec36f650e384a255250bf18
11/13/2025,The Guardian,"Cop30: 'We will exterminate ourselves' if we keep extracting fossil fuels, activists say - as it happened",https://www.theguardian.com/environment/live/2025/nov/13/cop30-live-calls-for-just-transition-plan-grow-as-report-warns-world-on-track-for-26c-of-heating
11/13/2025,Financial Times,Coalition rallies for COP30 'road map' on how to cut oil and gas,https://www.ft.com/content/6c8140d7-7f5e-4ca8-87c0-7580da018d82
11/13/2025,Bloomberg.com,Our Fossil-Fuel Addiction Can't Remain Taboo,https://www.bloomberg.com/opinion/articles/2025-11-13/oil-and-fossil-fuel-addiction-can-t-remain-taboo-in-energy-debate
11/14/2025,Newsweek,COP30 Climate Talks Flooded With Fossil Fuel Lobbyists: Report,https://www.newsweek.com/cop30-climate-talks-flooded-with-fossil-fuel-lobbyists-report-11045180
11/13/2025,PBS,"Gaza stabilization force proposal by U.S. gets pushback from Russia, China and Arabs",https://www.pbs.org/newshour/world/gaza-stabilization-force-proposal-by-u-s-gets-pushback-from-russia-china-and-arabs
11/13/2025,AP News,"US proposal at the UN for Gaza stabilization force faces concerns from Russia, China and Arabs",https://apnews.com/article/gaza-ceasefire-stabilization-force-united-nations-f8a0088cae56fc79226f0352ebcbb065
11/13/2025,The Times of Israel,Rubio 'optimistic' as US advances new UN resolution to establish foreign force in Gaza,https://www.timesofisrael.com/rubio-optimistic-as-us-advances-new-un-resolution-to-establish-foreign-force-in-gaza/
11/13/2025,Reuters,Russia proposes its own UN resolution on Gaza in challenge to US draft,https://www.reuters.com/world/middle-east/russia-proposes-its-own-un-resolution-gaza-challenge-us-draft-2025-11-13/
11/13/2025,France 24,"G7 ministers unite on Ukraine and Sudan, avoid US military and trade disputes",https://www.france24.com/en/americas/20251113-g7-ukraine-sudan-us-military-trade-disputes
11/11/2025,Reuters,"G7 foreign ministers to tackle Ukraine, Middle East peace at meeting in Canada",https://www.reuters.com/world/americas/canadas-g7-summit-tackle-peace-ukraine-middle-east-2025-11-11/
11/11/2025,France 24,"G7 ministers meet in Canada amid rifts over defence, trade, and Gaza",https://www.france24.com/en/americas/20251111-g7-canada-defence-trade-gaza
11/13/2025,AP News,G7 diplomats publicly show support for Ukraine but avoid contentious issues like trade,https://apnews.com/article/g7-foreign-ministers-canada-ukraine-89ab7ccd1d6521318a0845f3cc666004
11/14/2025,AP News,Disruptions hit Bangladesh after former ruling party calls for lockdown to protest Hasina trial,https://apnews.com/article/bangladesh-hasina-yunus-verdict-protests-9a49d8d71b633da22fe7e87de3d39ee7
11/14/2025,BBC,Sheikh Hasina: Ex-Bangladesh leader says she's not guilty of crimes against humanity,https://www.bbc.com/news/articles/c1lq1e1d79lo
11/13/2025,abcnews.go.com,Bangladesh braces for disruptions as former ruling party calls for lockdown to protest Hasina trial,https://abcnews.go.com/International/wireStory/bangladesh-braces-disruptions-former-ruling-party-calls-lockdown-127478162
11/13/2025,NDTV,Unrest In Bangladesh As Dhaka Court Sets Hasina's Trial Verdict For November 17,https://www.ndtv.com/world-news/sheikh-hasinas-trial-set-for-november-17-amid-violent-bangladesh-protests-9626968
11/13/2025,The Moscow Times,Ukraine's Top General Denies Encirclement Claims in Battle for Pokrovsk,https://www.themoscowtimes.com/2025/11/13/ukraines-top-general-denies-encirclement-claims-in-battle-for-pokrovsk-a91117
11/12/2025,Institute for the Study of War,"Russian Offensive Campaign Assessment, November 11, 2025",https://understandingwar.org/research/russia-ukraine/russian-offensive-campaign-assessment-november-11-2025/
11/12/2025,BBC,Pokrovsk: Russian forces use fog cover to push further into key Ukraine town,https://www.bbc.com/news/articles/cx276px3280o
11/12/2025,The Wall Street Journal,What the Looming Fall of a Ukrainian City Says About Putin's War,https://www.wsj.com/world/russia/russia-ukraine-war-pokrovsk-9d6831a8
11/13/2025,BBC,Thai king Maha Vajiralongkorn becomes country's first monarch to visit China,https://www.bbc.com/news/articles/c0l750p7y5no
11/14/2025,Reuters,China plays up image of reliable partner as kings and queens visit,https://www.reuters.com/world/china/chinas-xi-holds-milestone-meeting-with-thai-king-beijing-2025-11-14/
11/13/2025,news.cgtn.com,China and Thailand strengthen trade partnership with steady growth,https://news.cgtn.com/news/2025-11-13/China-and-Thailand-strengthen-trade-partnership-with-steady-growth-1IgykiO4uEo/p.html
11/13/2025,Nation Thailand,His Majesty the King and Her Majesty the Queen pay an official visit to the People's Republic of China,https://www.nationthailand.com/news/general/40058203
11/13/2025,BBC,"Starmer's chief of staff McSweeney not leaving role over briefing war, BBC told",https://www.bbc.com/news/articles/cn8vn4vv87xo
11/12/2025,The New York Times,"Labour Party's Internal Fight Goes Public, as Starmer's Trouble Grows",https://www.nytimes.com/2025/11/12/world/europe/labour-party-starmer-challenge.html
11/14/2025,Financial Times,'He's played a blinder': How Wes Streeting won the week,https://www.ft.com/content/2ed8de20-c367-406c-8560-6c752cf0aa65
11/12/2025,The Economist,Sir Keir Starmer is a prisoner of the politics he pledged to end,https://www.economist.com/britain/2025/11/12/sir-keir-starmer-is-a-prisoner-of-the-politics-he-pledged-to-end
11/13/2025,Euronews.com,Von der Leyen lays out alternatives to reparations loan for Ukraine as time runs out,https://www.euronews.com/my-europe/2025/11/13/von-der-leyen-lays-out-alternatives-to-reparations-loan-for-ukraine-as-time-runs-out
11/13/2025,Bloomberg.com,Zelenskiy Says Ukraine's Survival Rests on New Funds From Allies,https://www.bloomberg.com/news/articles/2025-11-13/zelenskiy-says-ukraine-s-survival-rests-on-new-funds-from-allies
11/13/2025,Euronews.com,Political pressure mounts on Belgium to back reparations loan for Ukraine,https://www.euronews.com/my-europe/2025/11/13/political-pressure-mounts-on-belgium-to-back-reparations-loan-for-ukraine
11/13/2025,Reuters,EU finance ministers agree using frozen Russian assets most effective way to fund Ukraine,https://www.reuters.com/business/russian-assets-most-effective-way-finance-ukraine-von-der-leyen-says-2025-11-13/
11/12/2025,CBS News,"Diamond brooch Napoleon lost while fleeing Waterloo sells for $4.4 million at auction, Sotheby's says",https://www.cbsnews.com/news/diamond-brooch-napoleon-lost-fleeing-waterloo-sells-auction-sothebys/
11/10/2025,Yahoo,Napoleon's 13-Carat Diamond Brooch That He Left Behind at Waterloo Is Heading to Auction,https://www.yahoo.com/entertainment/articles/napoleon-13-carat-diamond-brooch-230000464.html
11/13/2025,NBC News,Diamond brooch lost by Napoleon as his forces fled Waterloo sells for $4.4 million,https://www.nbcnews.com/world/europe/diamond-brooch-lost-napoleon-forces-fled-waterloo-sells-44-million-rcna243651
11/13/2025,Rapaport,Sotheby's Geneva Sales Garner $51M,https://rapaport.com/news/sothebys-geneva-sales-garner-51m/
11/12/2025,Business Insider,"Ukraine's first 'drone wall' is about to see action combating menacing Russian threats, its Western maker says",https://www.businessinsider.com/ukraine-gets-drone-wall-to-fight-russian-threats-arms-maker-2025-11
11/11/2025,Bloomberg.com,Ukrainian Drone Industry's Next Target Is NATO Markets,https://www.bloomberg.com/news/features/2025-11-11/ukraine-drone-industry-targets-nato-markets
11/12/2025,Radio Free Europe/Radio Liberty,Machines In The Kill Zone: Ukraine's Ground Drones On The Front Line,https://www.rferl.org/a/ukraine-ground-drones-pokrovsk/33588284.html
11/12/2025,UNITED24 Media,"One Operator, 100 Drones: Ukraine First to Deploy AI-Controlled Drone Wall in Combat",https://united24media.com/latest-news/one-operator-100-drones-ukraine-first-to-deploy-ai-controlled-drone-wall-in-combat-13373
11/13/2025,Reuters,"South Korea bans flights as 500,000 take crucial university admission test",https://www.reuters.com/world/asia-pacific/south-korea-bans-flights-500000-take-crucial-university-admission-test-2025-11-13/
11/13/2025,Ynetnews,Tehran taps run dry as water crisis deepens across Iran,https://www.ynetnews.com/article/h11g5jqlzx
11/11/2025,DW,Iran's drought: A disaster in slow motion,https://www.dw.com/en/irans-drought-a-disaster-in-slow-motion/a-74700581
11/12/2025,Yahoo,'We may have to evacuate Tehran': The catastrophe threatening Iran,https://www.yahoo.com/news/articles/may-evacuate-tehran-catastrophe-threatening-172234178.html
11/9/2025,The New York Times,"As Aquifers Dry Up, Tehran Rations Water and Calls for Rain Prayers",https://www.nytimes.com/2025/11/09/world/middleeast/iran-water-rationing-drought.html
11/13/2025,Axios,U.S. faith levels plummet to lowest on record,https://www.axios.com/2025/11/13/gallup-us-religion-plunge-shift-global-declines
11/13/2025,Gallup,Drop in U.S. Religiosity Among Largest in World,https://news.gallup.com/poll/697676/drop-religiosity-among-largest-world.aspx
11/13/2025,Fox News,"Americans report dramatic drop in importance of faith, poll finds",https://www.foxnews.com/us/americans-report-dramatic-drop-importance-faith-poll-finds
11/13/2025,Washington Times,"Religion, schmeligion: Half in U.S. now say it's not important",https://www.washingtontimes.com/news/2025/nov/13/religion-schmeligion-half-us-say-important/
11/13/2025,Reuters,China issues wanted notice for two Taiwanese influencers for 'separatism',https://www.reuters.com/world/china/china-issues-wanted-notice-two-taiwanese-influencers-separatism-2025-11-13/
11/13/2025,The Washington Post,U.S. allies distance themselves from Trump's Caribbean military strikes,https://www.washingtonpost.com/national-security/2025/11/12/g-7-rubio-drug-boats-venezuela/
11/13/2025,Reuters,Rubio dismisses criticism of U.S. Caribbean strikes at G7 meeting,https://www.reuters.com/world/americas/rubio-may-face-questions-over-legality-us-strikes-caribbean-g7-meeting-2025-11-12/
11/13/2025,The New York Times,Rubio Shrugs Off Allies' Concerns Over U.S. Drug Strikes,https://www.nytimes.com/2025/11/12/world/americas/rubio-g7-caribbean-drug-boat-strikes.html
11/12/2025,The Guardian,"US strikes against boats in Caribbean 'disregard international law', French minister says",https://www.theguardian.com/world/2025/nov/12/us-strikes-against-boats-in-caribbean-disregard-international-law-french-minister-says
11/13/2025,Reuters,Canada spy agency says it foiled potentially 'lethal threats' by Iran,https://www.reuters.com/world/canada-spy-agency-says-it-foiled-potentially-lethal-threats-by-iran-2025-11-13/
11/14/2025,Fox News,"Canadian spy chief warns of alarming rise in teen terror suspects, 'potentially lethal' threats by Iran",https://www.foxnews.com/world/canadian-spy-chief-warns-alarming-rise-teen-terror-suspects-potentially-lethal-threats-iran
11/14/2025,The Guardian,Canada says Russia and China are ramping up spy efforts in Arctic region,https://www.theguardian.com/world/2025/nov/13/canada-arctic-spy-threats-russia-china
11/13/2025,Global News,"CSIS director outlines security threats posed by Russia, China, Iran, India",https://globalnews.ca/news/11523236/csis-director-security-threats-russia-china-iran-india/
11/13/2025,CNN,"'Three cheeses on, we could still taste it': Swiss Gruyère crowned the world's best cheese",https://www.cnn.com/2025/11/13/travel/worlds-best-cheese-2025-gruyere-switzerland
11/13/2025,Ynetnews,Italy probes claims wealthy tourists paid to shoot civilians on 'human safaris' during Bosnian War,https://www.ynetnews.com/article/hkdnc3glwl
11/13/2025,Al Jazeera,"Italy probes Sarajevo 'sniper safaris': What were they, who was involved?",https://www.aljazeera.com/news/2025/11/13/italy-probes-sarajevo-sniper-safaris-what-were-they-who-was-involved
11/12/2025,BBC,Italy probes claim that tourists paid to go to Bosnia to kill besieged civilians,https://www.bbc.com/news/articles/c3epygq5272o
11/11/2025,The Guardian,Milan prosecutors investigate alleged 'sniper tourism' during Bosnian war | Bosnia and Herzegovina,https://www.theguardian.com/world/2025/nov/11/milan-prosecutors-investigate-alleged-sniper-tourism-during-bosnian-war
11/12/2025,In Defence of Marxism,Largest protests in Tanzania's history met with massacre,https://marxist.com/largest-protests-in-tanzania-s-history-met-with-massacre.htm
11/14/2025,Amnesty International,Demand accountability in Tanzania.,https://www.amnesty.org/en/petition/demand-accountability-for-the-repression-in-tanzania/
11/10/2025,AP News,Tanzania Catholic Church condemns the killings of protesters following disputed election,https://apnews.com/article/tanzania-elections-protests-481e9e196582629f9ae30745a10a510f
11/11/2025,Al Jazeera,Tanzania frees opposition leaders following deadly election protests,https://www.aljazeera.com/news/2025/11/11/tanzania-frees-opposition-leaders-following-deadly-election-protests
11/13/2025,Foreign Affairs,A New Path to Middle East Security,https://www.foreignaffairs.com/middle-east/new-path-middle-east-security
11/12/2025,Foreign Policy,Doha Is Still Counting on Washington,https://foreignpolicy.com/2025/11/12/qatar-gulf-saudi-trump-israel-nato-france-turkey/
11/13/2025,Atlantic Council,How the US can balance Qatar's mediation role with the fight against terrorist financing,https://www.atlanticcouncil.org/blogs/econographics/how-the-us-can-balance-qatars-mediation-role-with-the-fight-against-terrorist-financing/
11/11/2025,The Jerusalem Post,Israel navigates new Middle East defense alliances-opinion,https://www.jpost.com/defense-and-tech/article-873440
11/13/2025,Euronews.com,'COP of truth': Countries commit to tackling climate disinformation at UN climate summit,https://www.euronews.com/green/2025/11/13/cop-of-truth-countries-commit-to-tackling-climate-disinformation-at-un-climate-summit
11/12/2025,UN News,'A wave of truth': COP30 targets disinformation threat to climate action,https://news.un.org/en/story/2025/11/1166351
11/5/2025,DW,Disinformation rife ahead of climate summit in Brazil,https://www.dw.com/en/disinformation-rife-ahead-of-climate-summit-in-brazil/a-74539051
11/12/2025,Climate Home News,Bad COP to good COP: Blocking fossil-fueled disinformation in Belém and beyond,https://www.climatechangenews.com/2025/11/12/bad-cop-to-good-cop-blocking-fossil-fueled-disinformation-in-belem-and-beyond/
11/12/2025,BBC,"Mandelson still in contact with Epstein in 2016, documents show",https://www.bbc.com/news/articles/c0jdl8wzvnvo
11/13/2025,The New York Times,Former Prince Andrew and Another Prominent Briton Come Up in the Epstein Emails,https://www.nytimes.com/2025/11/13/world/europe/epstein-files-mountbatten-windsor-mandelson.html
11/13/2025,couriernewsroom.com,"We created a searchable database with all 20,000 files from Epstein's Estate",https://couriernewsroom.com/news/we-created-a-searchable-database-with-all-20000-files-from-epsteins-estate/
11/13/2025,The Telegraph,Five things we learnt from the new Epstein files,https://www.telegraph.co.uk/us/news/2025/11/13/epstein-files-five-things-we-learnt/
11/13/2025,Yahoo,US lawmakers demand answers from Trump administration over Chinese chemical shipments to Iran following CNN reporting,https://www.yahoo.com/news/articles/us-lawmakers-demand-answers-trump-101730347.html
11/13/2025,NPR,"Why more than 1,000 musicians are boycotting Israel with 'No Music for Genocide'",https://www.npr.org/2025/11/13/nx-s1-5599908/no-music-for-genocide-israel-boycott
11/10/2025,The Telegraph,Classical music has a terrible anti-Israel problem,https://www.telegraph.co.uk/music/classical-music/classical-music-jewish-musicians/
11/13/2025,LAist,Musicians boycott Israel,https://laist.com/brief/news/more-than-1-000-musicians-are-boycotting-israel-with-no-music-for-genocide
11/14/2025,Countercurrents,"Over 1,000 Musicians Boycott Israel: 'No Music for Genocide'",https://countercurrents.org/2025/11/over-1000-musicians-boycott-israel-no-music-for-genocide/
11/13/2025,DW,Germany news: Economic experts call for change of course,https://www.dw.com/en/germany-news-economic-experts-call-for-change-of-course/live-74708934
