Date,Website,URL,Title,Image URL
2025-11-10T20:46:47Z,PhoneArena,https://www.phonearena.com/news/oneplus-lost-way-but-i-say-it-found-it_id175607,"Everyone says OnePlus lost its way, but I say it finally found it",/api/attachments/CC8iK0NnNHRaRUY2UlZCcFRISXhVMk5JVFJDZkF4ampCU2dLTWdZcEZKUnZsUWs=-w280-h168-p-df-rw
2025-11-10T13:30:02Z,GSMArena.com,https://www.gsmarena.com/oneplus_15_in_for_review-news-70220.php,OnePlus 15 in for review - GSMArena.com news,https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.gsmarena.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-10T13:00:00Z,TechRadar,https://www.techradar.com/phones/oneplus-phones/magnets-are-too-heavy-oneplus-exec-explains-why-the-oneplus-15-doesnt-have-pixel-style-magnetic-charging,‘Magnets are too heavy’: OnePlus exec explains why the OnePlus 15 doesn’t have Pixel-style magnetic charging,https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.techradar.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-09T23:57:46Z,Android Central,https://www.androidcentral.com/phones/oneplus/oneplus-15-vs-google-pixel-10-pro-xl,OnePlus 15 vs. Google Pixel 10 Pro XL: How does the latest OnePlus phone stack up?,https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.androidcentral.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T18:45:29Z,BleepingComputer,https://www.bleepingcomputer.com/news/microsoft/microsoft-november-2025-patch-tuesday-fixes-1-zero-day-63-flaws/,"Microsoft November 2025 Patch Tuesday fixes 1 zero-day, 63 flaws",/api/attachments/CC8iK0NnNVlSM0UzZUV0aU9EUlVRMmhaVFJDZkF4ampCU2dLTWdZZGM1RE1NUWM=-w280-h168-p-df-rw
2025-11-11T18:30:42Z,Zero Day Initiative,https://www.zerodayinitiative.com/blog/2025/11/11/the-november-2025-security-update-review,The November 2025 Security Update Review,https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.zerodayinitiative.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T21:22:12Z,Dark Reading | Security,https://www.darkreading.com/vulnerabilities-threats/patch-now-microsoft-zero-day-critical-zero-click-bugs,Patch Now: Microsoft Flags Zero-Day & Critical Zero-Click Bugs,https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.darkreading.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-12T02:39:35Z,CyberSecurityNews,https://cybersecuritynews.com/windows-kernel-0%E2%80%91day-vulnerability/,Windows Kernel 0‑day Vulnerability Actively Exploited in the Wild to Escalate Privilege,https://encrypted-tbn0.gstatic.com/faviconV2?url=https://cybersecuritynews.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T22:55:55Z,Eurogamer,https://www.eurogamer.net/elden-ring-nightreigns-the-forsaken-hollows-dlc-will-see-an-iconic-dark-souls-boss-return,Elden Ring: Nightreign's The Forsaken Hollows DLC will see an iconic Dark Souls boss return,/api/attachments/CC8iK0NnNUZaVkI1ZWtJM1VXSXhWMVJ4VFJDZkF4amlCU2dLTWdhWmNaQ3NNUWM=-w280-h168-p-df-rw
2025-11-11T22:46:58Z,Bandai Namco Entertainment,https://www.bandainamcoent.com/news/elden-ring-nightreign-reveals-the-forsaken-hollows-dlc-launching-december-4,"ELDEN RING NIGHTREIGN Reveals The Forsaken Hollows DLC, Launching December 4",https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.bandainamcoent.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T22:39:52Z,PlayStation.Blog,https://blog.playstation.com/2025/11/11/elden-ring-nightreign-the-forsaken-hollows-dlc-launches-dec-4-on-ps5-ps4/,Elden Ring Nightreign The Forsaken Hollows DLC launches Dec 4 on PS5 & PS4,https://encrypted-tbn0.gstatic.com/faviconV2?url=https://blog.playstation.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T23:13:05Z,PC Gamer,https://www.pcgamer.com/games/rpg/fromsoft-has-finally-plundered-its-work-from-2012-to-put-the-best-dark-souls-boss-in-elden-ring-nightreign/,FromSoft has finally plundered its work from 2012 to put the best Dark Souls boss in Elden Ring Nightreign,https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.pcgamer.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T03:24:46Z,XboxEra,https://xboxera.com/2025/11/11/fallout-4-to-get-more-space-for-mods-on-xbox-alongside-other-bug-fixes/,Fallout 4 to get more space for mods on Xbox alongside other bug fixes,/api/attachments/CC8iK0NnNXJUR3Q0Tms5U1NGZENVV05CVFJEMUFoaTNCaWdLTWdZQlFwQ3VIUWc=-w280-h168-p-df-rw
2025-11-10T16:51:15Z,Bethesda.net,https://bethesda.net/en/article/3IN7gxAs893fv09b7ZJ3I0/fallout-4-anniversary-edition-now-available,Fallout 4: Anniversary Edition Now Available,https://encrypted-tbn3.gstatic.com/faviconV2?url=https://bethesda.net&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-05T09:50:11Z,IGN,https://www.ign.com/articles/bethesda-issues-fallout-4-mod-warning-ahead-of-anniversary-edition-release-patch-will-make-gameplay-and-performance-improvements-as-well-as-add-new-creations-menu,"Bethesda Issues Fallout 4 Mod Warning Ahead of Anniversary Edition Release, Patch Will Make Gameplay and Performance Improvements as Well as Add New Creations Menu",https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.ign.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-10T09:36:55Z,The Economic Times,https://m.economictimes.com/news/international/us/fallout-4-anniversary-edition-launch-heres-what-to-expect-on-date-timing-pricing-and-new-content/articleshow/125220853.cms,"Fallout 4: Anniversary Edition launch — Here’s what to expect on date, timing, pricing, and new content",https://encrypted-tbn3.gstatic.com/faviconV2?url=https://m.economictimes.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T23:15:27Z,GameSpot,https://www.gamespot.com/gallery/playstation-state-of-play-november-2025-all-the-biggest-announcements-and-games/2900-7248/,PlayStation State Of Play November 2025: All The Biggest Announcements And Games,/api/attachments/CC8iK0NnNTZhVzl3YzA4NVFWUklhRVp2VFJDT0FoamdBeWdLTWdZSmM1QWxMZ2M=-w280-h168-p-df-rw
2025-11-10T13:00:18Z,PlayStation.Blog,https://blog.playstation.com/2025/11/10/state-of-play-japan-airs-this-tuesday-november-11/,"State of Play Japan airs today, Tuesday, November 11",https://encrypted-tbn0.gstatic.com/faviconV2?url=https://blog.playstation.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-12T07:36:33Z,GamesIndustry.biz,https://www.gamesindustry.biz/the-game-awards-2025-to-stream-on-amazon-prime-news-in-brief,The Game Awards 2025 to stream on Amazon Prime | News-in-brief,https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.gamesindustry.biz&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-12T01:18:28Z,IGN,https://www.ign.com/videos/nightreign-dlc-marvel-tokon-new-playstation-hardware-sony-state-of-play-japan-2025-beyond-921,"Nightreign DLC, Marvel Tokon, New PlayStation Hardware | Sony State of Play Japan 2025 - Beyond 921",https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.ign.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-10T22:00:00Z,The Verge,https://www.theverge.com/gadgets/817944/nintendo-switch-2-black-friday-games-amiibo-deal-sale,Nintendo’s upcoming Black Friday sale includes up to $30 off Switch classics,/api/attachments/CC8iK0NnNTZXVXMzWTJKWVZIcEtORTkyVFJERUF4aW1CU2dLTWdhcE00cXRKUWM=-w280-h168-p-df-rw
2025-11-10T14:54:37Z,Nintendo,https://www.nintendo.com/us/whatsnew/nintendo-announces-holiday-offers-for-black-friday-and-cyber-monday-2025/,Nintendo Announces Holiday Offers for Black Friday and Cyber Monday 2025 - News - Nintendo Official Site,https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.nintendo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T16:00:35Z,Engadget,https://www.engadget.com/deals/nintendo-announces-its-black-friday-and-cyber-monday-2025-sale-switch-2-bundles-switch-game-deals-and-more-155223898.html,"Nintendo announces its Black Friday and Cyber Monday 2025 sale: Switch 2 bundles, Switch game deals and more",https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.engadget.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-10T16:45:00Z,Polygon,https://www.polygon.com/nintendo-black-friday-2025-deals/,Nintendo reveals 2025 Black Friday deals,https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.polygon.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T19:00:00Z,TechCrunch,https://techcrunch.com/2025/11/11/google-pixel-update-adds-battery-saving-maps-mode-ai-photo-remixing-and-smarter-notifications/,"Google Pixel update adds battery-saving maps mode, AI photo remixing, and smarter notifications",/api/attachments/CC8iK0NnNUhVUzFqUm1oU2JrUkZTMk5RVFJDaUF4amVCU2dLTWdhdFJZanVwUVE=-w280-h168-p-df-rw
2025-11-11T19:03:03Z,blog.google,https://blog.google/products/pixel/november-2025-pixel-drop/,"November Pixel Drop: 'Wicked: For Good' theme packs, Remix photos in Messages and more",https://encrypted-tbn1.gstatic.com/faviconV2?url=https://blog.google&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T19:00:06Z,Bloomberg.com,https://www.bloomberg.com/news/articles/2025-11-11/google-rolls-out-apple-like-message-summaries-for-pixel-phones,Google Rolls Out Apple-Like Message Summaries for Pixel Phones,https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.bloomberg.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T19:30:00Z,9to5Google,https://9to5google.com/2025/11/11/android-16-november-update-pixel/,"Android 16 November update rolling out: Pixel emergency calling, camera fixes",https://encrypted-tbn3.gstatic.com/faviconV2?url=https://9to5google.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T22:26:55Z,Nintendo Everything,https://nintendoeverything.com/blazblue-entropy-effect-x-announced-for-nintendo-switch/,BlazBlue Entropy Effect X announced for Nintendo Switch,/api/attachments/CC8iK0NnNVJZbFEzYVdkb1VFUnZVems1VFJDZkF4ampCU2dLTWdhbFJJaXRxUVE=-w280-h168-p-df-rw
2025-11-11T22:30:28Z,PlayStation.Blog,https://blog.playstation.com/2025/11/11/blazblue-entropy-effect-x-launches-february-12-on-ps5/,BlazBlue Entropy Effect X launches February 12 on PS5,https://encrypted-tbn0.gstatic.com/faviconV2?url=https://blog.playstation.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T22:30:00Z,Push Square,https://www.pushsquare.com/news/2025/11/brilliant-anime-fighter-blazblue-is-finally-back-as-a-cool-looking-roguelite-action-game,Brilliant Anime Fighter BlazBlue Is Finally Back... As a Cool Looking Roguelite Action Game,https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.pushsquare.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-12T00:35:13Z,GamingTrend,https://gamingtrend.com/news/roguelite-blazblue-entropy-effect-x-launches-february-2026/,Roguelite BlazBlue Entropy Effect X launches February 2026,https://encrypted-tbn3.gstatic.com/faviconV2?url=https://gamingtrend.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T16:00:00Z,Engadget,https://www.engadget.com/gaming/nintendo/pokemon-pokopia-an-animal-crossing-esque-life-sim-will-hit-switch-2-on-march-5-160000254.html,"Pokémon Pokopia, an Animal Crossing-esque life sim, will hit Switch 2 on March 5",/api/attachments/CC8iL0NnNXRaa2s1UTFNM1oyOUhTWEpsVFJDZkF4ampCU2dLTWdrRk1JaHRIZWhFRXdF=-w280-h168-p-df-rw
2025-11-11T15:08:57Z,Pokemon.com,https://www.pokemon.com/us/pokemon-news/pokemon-pokopia-launching-on-march-5-2026-is-available-for-preorder-now,"Pokémon Pokopia , Launching on March 5, 2026, is Available for Preorder Now!",https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.pokemon.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T16:29:58Z,IGN,https://www.ign.com/articles/pokemon-pokopia-looks-to-be-a-70-game-key-card-release-but-no-nintendo-hasnt-broken-its-promise-around-games-it-develops,Fans Claim Broken Promises After $70 Pokémon Pokopia Confirmed as First Nintendo-Published Game-Key Card Release,https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.ign.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T14:41:58Z,x.com,https://x.com/i/trending/1988255889497674191,Nintendo Reveals Pokémon Pokopia for Switch 2 with Game K...,https://encrypted-tbn0.gstatic.com/faviconV2?url=https://x.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T09:27:24Z,The Information,https://www.theinformation.com/briefings/apple-explores-adding-second-camera-next-iphone-air-boost-sales,Apple Explores Adding Second Camera to Next iPhone Air to Boost Sales,/api/attachments/CC8iK0NnNDFkWFE1YkVSRVRVUjJjV3RUVFJDZkF4ampCU2dLTWdhQkVJYnJvQVk=-w280-h168-p-df-rw
2025-11-10T19:10:00Z,The Information,https://www.theinformation.com/articles/apple-delays-release-next-iphone-air-amid-weak-sales,Apple Delays Release of Next iPhone Air Amid Weak Sales,https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.theinformation.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T13:02:29Z,The Verge,https://www.theverge.com/news/817908/apple-iphone-air-second-generation-delayed,The next iPhone Air has reportedly been delayed,https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.theverge.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T03:20:29Z,Mashable,https://mashable.com/article/iphone-air-delayed,"Weak sales delay next iPhone Air model, report claims",https://encrypted-tbn0.gstatic.com/faviconV2?url=https://mashable.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T22:10:09Z,Gematsu,https://www.gematsu.com/2025/11/fatal-frame-ii-crimson-butterfly-remake-launches-march-12-2026,"FATAL FRAME II: Crimson Butterfly REMAKE launches March 12, 2026",/api/attachments/CC8iI0NnNXZaVTlaWDI5NVNrRkVTekJ3VFJDb0FSaXNBaWdCTWdB=-w280-h168-p-df-rw
2025-11-11T22:11:41Z,PlayStation.Blog,https://blog.playstation.com/2025/11/11/fatal-frame-ii-crimson-butterfly-remake-launches-march-12/,Fatal Frame II: Crimson Butterfly Remake launches March 12,https://encrypted-tbn0.gstatic.com/faviconV2?url=https://blog.playstation.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T23:11:17Z,PC Gamer,https://www.pcgamer.com/games/horror/for-the-first-time-since-2012-were-getting-a-new-silent-hill-fatal-frame-and-resident-evil-within-the-same-six-months/,"For the first time since 2012, we're getting a new Silent Hill, Fatal Frame and Resident Evil within a 6 month window",https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.pcgamer.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T22:34:07Z,Nintendo Insider,https://www.nintendo-insider.com/fatal-frame-ii-crimson-butterfly-remake-release-date-locked-in/,Fatal Frame II: Crimson Butterfly Remake Release Date Locked In,https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.nintendo-insider.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-12T00:05:00Z,Nintendo Life,https://www.nintendolife.com/news/2025/11/video-dragon-quest-vii-reimagined-reveals-a-familiar-face-in-new-follow-up-trailer,"Video: Dragon Quest VII: Reimagined Reveals A Familiar Face In New ""Follow-Up"" Trailer",/api/attachments/CC8iK0NnNDFNMVpQVkZGVGJFdFdVMFo1VFJDMkF4aThCU2dLTWdhaGNvd3dOUVk=-w280-h168-p-df-rw
2025-11-11T22:24:03Z,Nintendo Insider,https://www.nintendo-insider.com/new-dragon-quest-vii-reimagined-trailer-gathers-its-heroes/,New Dragon Quest VII Reimagined Trailer Gathers Its Heroes,https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.nintendo-insider.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-12T03:57:08Z,MonsterVine,https://monstervine.com/2025/11/dragon-quest-vii-reimagined-adult-kiefer-story-update/,Dragon Quest VII Reimagined Showcases Adult Kiefer Storyline and Updated Stone Tablet Exploration,https://encrypted-tbn3.gstatic.com/faviconV2?url=https://monstervine.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-10T19:34:30Z,Game Informer,https://gameinformer.com/exclusive-interview/2025/11/10/heres-how-the-dragon-quest-vii-reimagined-team-streamlined-its-main,Here's How The Dragon Quest VII Reimagined Team Streamlined Its Main Scenario,https://encrypted-tbn0.gstatic.com/faviconV2?url=https://gameinformer.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-12T01:22:00Z,Engadget,https://www.engadget.com/gaming/nintendo/the-first-permanent-pokemon-theme-park-opens-in-february-2026-012228856.html,The first permanent Pokémon theme park opens in February 2026,/api/attachments/CC8iL0NnNWZibm80UVdWTFVWSm1jV3RHVFJDM0F4aTZCU2dLTWdtVklveUpNYWRjY3dF=-w280-h168-p-df-rw
2025-11-11T05:07:41Z,Pokemon.com,https://www.pokemon.com/us/pokemon-news/get-ready-to-experience-pokepark-kanto-on-february-5-2026,"Get Ready to Experience PokéPark KANTO on February 5, 2026",https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.pokemon.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T22:32:03Z,Yahoo,https://www.yahoo.com/entertainment/articles/pokemon-theme-park-trailer-leaves-223203985.html,POKEMON Theme Park Trailer Leaves Us More Confused Than Before,https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.yahoo.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T12:43:46Z,Eurogamer,https://www.eurogamer.net/japans-pokemon-theme-park-is-opening-next-february-and-pikachus-popping-up-in-an-electric-pokemon-ride,"Japan's Pokémon theme park opens next February, and Pikachu's popping up in an Electric Pokémon show",https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.eurogamer.net&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T22:40:04Z,Financial Times,https://www.ft.com/content/f6edb22a-0b19-4073-9e28-ec29b096dde3,Sony launches cheaper Japan-only PlayStation 5 console,/api/attachments/CC8iK0NnNUlSM05aWjBKeGRubGhhbGMzVFJDS0F4aThCU2dLTWdZaFJJYU1wUU0=-w280-h168-p-df-rw
2025-11-11T23:15:00Z,IGN,https://www.ign.com/articles/sony-announces-cheaper-japanese-language-only-ps5-just-for-japan,Sony Announces Cheaper Japanese-Language Only PS5 Just for Japan,https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.ign.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-10T16:13:17Z,VICE,https://www.vice.com/en/article/new-leak-claims-the-ps5s-about-to-get-a-major-price-cut-but-only-in-japan/,New Leak Claims the PS5’s About To Get a Major Price Cut—but Only in Japan,https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.vice.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-12T00:25:00Z,Bloomberg.com,https://www.bloomberg.com/news/articles/2025-11-11/sony-emulates-nintendo-with-new-cheaper-console-only-for-japan,Sony Emulates Nintendo With New Cheaper Console for Japan,https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.bloomberg.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T14:00:00Z,The Verge,https://www.theverge.com/games/817997/lumines-arise-review-ps5-steam,Lumines Arise is an almost perfect zen puzzle game,/api/attachments/CC8iK0NnNU9VV2xHZEUwMVpEQklZWFpzVFJERkF4aWxCU2dLTWdZQlFJeU9NUVk=-w280-h168-p-df-rw
2025-11-11T22:17:26Z,UploadVR,https://www.uploadvr.com/lumines-arise-review/,Lumines Arise Review: Gorgeous Puzzler That's Better In VR,https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.uploadvr.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T14:06:03Z,Game Developer,https://www.gamedeveloper.com/production/lumines-arise-developer-enhance-is-forever-chasing-god,Lumines Arise developer Enhance is forever chasing God,https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.gamedeveloper.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T14:00:22Z,Video Games Chronicle,https://www.videogameschronicle.com/review/lumines-arise-review/,Lumines Arise review: Tetris Effect follow-up is an audio-visual delight,https://encrypted-tbn3.gstatic.com/faviconV2?url=https://www.videogameschronicle.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T17:01:00Z,Variety,https://variety.com/2025/gaming/news/game-awards-streaming-amazon-prime-video-twitch-1236574939/,The Game Awards 2025 to Stream on Prime Video in New Deal With Amazon,/api/attachments/CC8iK0NnNVpWbTlhUjFsQ1VVMXlNMHh5VFJERUF4aW1CU2dLTWdZWkNJcG9DZ3M=-w280-h168-p-df-rw
2025-11-11T19:29:14Z,Esports Insider,https://esportsinsider.com/2025/11/the-game-awards-to-stream-on-prime-video,The Game Awards to stream on Prime Video for the first time on December 11th,https://encrypted-tbn3.gstatic.com/faviconV2?url=https://esportsinsider.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T20:57:15Z,Stevivor,https://stevivor.com/news/the-game-awards-streams-on-prime-video-confirms-twitch-drops/,"The Game Awards streams on Prime Video, confirms Twitch drops",https://encrypted-tbn1.gstatic.com/faviconV2?url=https://stevivor.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T21:03:00Z,Technetbook,https://www.technetbooks.com/2025/11/the-game-awards-announces-amazon-prime.html,The Game Awards Announces Amazon Prime Video as Official Streaming Partner for Live December 11 Show,https://encrypted-tbn0.gstatic.com/faviconV2?url=https://www.technetbooks.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T18:03:01Z,macrumors.com,https://www.macrumors.com/2025/11/11/apple-watch-series-11-discount/,"Apple Watch Series 11 Titanium Model Gets Big $120 Discount on Amazon, Plus More Watch Deals",/api/attachments/CC8iK0NnNXNlbWt5UzJJMVdIcGZWbEp6VFJEaEFSaVFBeWdLTWdZaFpZenJyUVk=-w280-h168-p-df-rw
2025-11-11T15:59:00Z,CNN,https://www.cnn.com/cnn-underscored/deals/apple-watch-early-black-friday-deals-2025-11-11,"Apple Watch Series 10 is already on sale for Black Friday, starting at $280",https://encrypted-tbn2.gstatic.com/faviconV2?url=https://www.cnn.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
2025-11-11T12:15:37Z,Engadget,https://www.engadget.com/general/the-morning-after-engadget-newsletter-121537568.html,The Morning After: Is the Apple Watch SE 3 the best smartwatch for (almost) everyone?,https://encrypted-tbn1.gstatic.com/faviconV2?url=https://www.engadget.com&client=NEWS_360&size=96&type=FAVICON&fallback_opts=TYPE
